PPN	EPN	Jahr	Verfasser	Titel	Umfang	Hinweise	Einband	Signatur	Link
667303618	1267042109	1607	Zorer, Johannes *1588-1650* ; ID: gnd/1014771285	[Stammbuch Johannes Zorer]	168 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament mit Kantenüberstand, verblaßte Rauschelgoldprägung, Streicheisen, kleine Blumenstempel in den Ecken. In der Mitte des Vorderdeckels ovales Medaillon mit floralem Muster, auf dem Rückdeckel ovales Madaillon mit dem Wappen Oberösterreichs, Umschrift: erzherzogtvmb osterreich ob der enns. Reste zweier Schleifenbänder je an Vorder- und Rückdeckel. Rotgefärbter Schnitt.	Stb 902	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1271739739
68317777X	1288361998	1707	Gelb, Albert Heinrich ; ID: gnd/1019357606	[Stammbuch Albert Heinrich Gelb]	68 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Silberprägung (Streicheiselinien) auf dem Vorderdeckel: 'A. H. G. || 1707'. Goldschnitt. Spiegel Wellenmarmorpapier.	Stb 127	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1296834883
683177796	1288362013	1730	Schwarzmann, Rudolf ; ID: gnd/101935867X	[Stammbuch Rudolf Schwarzmann]	240 Bl.	Enth. auch zahlr. leere Bl.	Einband: Rotbraunes Ziegenleder mit reicher Goldprägung; Stehkanten blindgeprägt; 'R. S || 1730' (Goldprägung, Vorderdeckel). Goldschnitt, an Kapital und Ecken punziert. Spiegel und Vorsätze reich gemustertes Brokatpapier, patroniert auf Goldgrund, signiert: Andreas Steber In Nörd[lingen]. (Andreas Steber, Nördlingen, vgl. Haemmerle Nr. 408).	Stb 129	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1297916654
683177818	128836203X	1674	Krafft von Dellmensingen, Johannes Eberhard *1655-1707* ; ID: gnd/1019787724	[Stammbuch Johannes Eberhard Krafft von Dellmensingen]	342 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder, in der Art von Kiebitzpapier gesprenkelt, Streicheisenlinien umlaufend. 'H. E. K. V. D || 1674' (Goldprägung, Vorderdeckel). Goldschnitt.	Stb 131	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1297924908
683177826	1288362048	1706	Huth, Philipp Ludwig *1696-1752* ; ID: gnd/123988179	[Stammbuch Philipp Ludwig Huth]	320 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder, in der Art von Kiebitzpapier gesprenkelt, Streicheisenlinien, Rolle. Goldschnitt. Spiegel und Vorsätze Bronzefirnisdruck auf rot gestrichenem, schwarz patronierten Papier, punktierter Grund mit Akanthusranken von Jakob Enderlin, Augsburg; signiert: 'Enderlin'. Mit Pergamentblättern durchschossen.	Stb 132	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1297959035
683177834	1288362056	1565	Wirsung, David *1554-1592* ; ID: gnd/11987248X	[Stammbuch David Wirsung]	334 Bl.		Einband: Geprägtes Pergament über Pappe, vier durchgezogene Bünde.	Stb 134	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1297966422
683177842	1288362064	1721	Erhard, Johann ; ID: gnd/1019808659	[Stammbuch Johann Erhard]	188 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit Blindprägung, auf dem Vordeckel zwei Schwingen, Mogramm 'I. E.' in der Mitte, darüber eine Adelskrone; kleine Blumen und Eckmedaillons, Filete. Rückdeckel gleich, mit Prägung '1721' zwischen den Schwingen. Spiegel Kamm-Marmorpapier.	Stb 135	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1297975995
683177850	1288362072	1688	Neidhart, Joachim Andreas ; ID: gnd/1019874554	[Stammbuch Joachim Andreas Neidhart]	157 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit wenig Goldprägung, Streicheisenlinien, 'I. A. N. || 16:88' (Goldprägung, Vorderdeckel). Spiegel und Vorsätze Wellenmarmorpapier.	Stb 136	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1298095220
683177907	1288362129	1715	Lomer, Gottfried Johann Christian *1698-* ; ID: gnd/1020086750	[Stammbuch Gottfried Johann Christian Lomer]	240 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin, vergoldete Streicheisenlinie, Stehkantenvergoldung. Goldschnitt. Spiegel und hinteres Vorsatzblatt Bronzefirnisdruck auf gepunztem blauen Grund, Pfauen, Blüten mit menschl. Gesicht. Signiert: 'Jerem. Wolff Excud. Aug. Vind.' (vorderer Spiegel); 'Cum priv. Sac. Cæs Maj.' (hinterer Spiegel). (Jeremias Wolff, 1663-1724, Augsburg; Papier nicht bei Haemmerle).	Stb 141	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300713984
683177923	1288362145	1570	Haintzel, Johann Friedrich *1557-1633* ; ID: gnd/1020306610	[Stammbuch Johann Friedrich Haintzel]	120 Bl.		Einband: Pergamentfragment einer liturgischen Handschrift mit Quadratnotation.	Stb 144	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300514205
683177931	1288362153	1595	Fischer, Lukas ; ID: gnd/1020224347	[Stammbuch Lukas Fischer]	50 Bl.		Einband: Grüngestrichenes Papier über Pappe.	Stb 145	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300519975
68317794X	1288362161	1580	Wolf, Johann ; ID: gnd/102022634X	[Stammbuch Johann Wolf]	118 Bl.		Einband: Hellbraunes Steinmarmorpapier über Pappe (neu, der Band wurde restauriert von Dagmar Kuhl, 1994).	Stb 146	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300528974
683177966	1288362188	1650	Brechenmacher, Caspar *1629-1657* ; ID: gnd/122880757	[Stammbuch Caspar Brechenmacher]	229 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Maroquin mit wenig Goldprägung, Fileten, Eckfleurons, in der Mitte ein rautenförmges Medaillon mit einem Hirschen in der Mitte (Vorder- und Rückdeckel). 'C. B. || 1650' (Goldprägung, Vorderdeckel). Spiegel und 6 zwischengeheftete Blätter Kamm-Marmorpapier.	Stb 148	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300539518
683177974	1288362196	1666	Kob, Johann Friedrich ; ID: gnd/128569999	[Stammbuch Johann Friedrich Kob]	224 Bl.	Enth. auch zahlr. leere Bl.	Einband: Blindgeprägtes Kalbleder, Streicheisenlinien, Filete, Eckfleurons, ovales Mittelmedaillon (Vorder- und Rückdeckel). Goldschnitt mit Medaillonranken umlaufend punziert.	Stb 150	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300540893
683177982	128836220X	1654	Jacob, Conrad *1614-1672* ; ID: gnd/1020308818	[Stammbuch Conrad Jacob]	199 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Außenrahmens, in den Ecken kleine Sonnenradstempel.	Stb 151	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300845600
683177990	1288362218	1658	Sommer, Nikolaus ; ID: gnd/1020309113	[Stammbuch Nikolaus Sommer]	213 Bl.	Enth. auch leere Bl.	Einband: Braunes Maroquin mit Spuren von ehemaliger Goldprägung. Goldschnitt mit großen Blüten punziert.	Stb 152	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1301587559
683178008	1288362226	1669	Cranz, Georg Ludwig *-1725* ; ID: gnd/1020309407	[Stammbuch Georg Ludwig Cranz]	170 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder mit sehr reicher (flacher) Vergoldung, Stehkantenvergoldung, Reste von vier seidenen Schleifenbändern (2 gelbe, 2 grüne). Punzierter Goldschnitt, Blumenranken. ' G L C || 1669' (Golddruck, Vorderdeckel). Spiegel Kamm-Marmorpapier.	Stb 153	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300860766
683178016	1288362234	1663	Greys, Johann David ; ID: gnd/1020309644	[Stammbuch Johann David Greys]	167 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunschwarz gesprenkeltes Kalbleder mit Goldprägung, Filete, Blümchenstempel. Goldschnitt mit punzierten Blumenranken, indigo und rot eingefärbt.	Stb 154	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300864435
683178024	1288362242	1660	Kirchmaier, Sebastian *1641-1700* ; ID: gnd/116182792	[Stammbuch Sebastian Kirchmaier]	208 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung und blindgeprägten Streicheisenlinien. 'S K V F || 1660' (Goldprägung, Vorderdeckel). Goldschnitt, rundum punziert. Reste von vier seidenen Schleifenbändern (2 rote, 2 gelbe). Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 155	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300868430
683178032	1288362250	1692	Mizler, Stephan Andreas *1671-1730* ; ID: gnd/128559675	[Stammbuch Stephan Andreas Mitzler]	170 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit wenig Goldprägung, Streicheisenlinien. 'S. A. M. || C. F. || 1692.' (Goldprägung, Vorderdeckel). Rücken goldgeprägt, Rauten. Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 156	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300871857
683178040	1288362269	1692	Mizler, Stephan Andreas *1671-1730* ; ID: gnd/128559675	[Stammbuch Stephan Andreas Mitzler]	170 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit wenig Goldprägung, Streicheisenlinien. 'S. A. M. || C. F. || 1692.' (Goldprägung, Vorderdeckel). Rücken goldgeprägt, Rauten. Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 157	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1300874678
683178059	1288362277	1682	Haas, Ulrich ; ID: gnd/1020395176	[Stammbuch Ulrich Haas]	278 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder mit wenig Goldprägung, Streicheisenlinien. 'V. H. || 1682' (Vorderdeckel, Goldprägung). Rücken goldgeprägt, Blüten. Goldschnitt. Spiegel Kamm-Marmorpapier.	Stb 158	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=130232098X
683178067	1288362293	1703	Benz, Johann Nikolaus ; ID: gnd/1020431032	[Stammbuch Johann Nikolaus Benz]	349 Bl.	Enth. auch leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt, Rauschelgoldprägung, Streicheisenlinien, Eckfleurons, in der Mitte von Vorder- und Rückdeckel je ein Sonnenrad. Steh- und Innenkantenprägung. Goldschnitt, an den Rändern punziert.	Stb 159	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302331078
683178075	1288362307	1708	Liebermeister, Michael Wilhelm *1683-1771* ; ID: gnd/1020431504	[Stammbuch Michael Wilhelm Liebermeister]	239 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Goldschnitt. Spiegel und Vorsätze Bronzefirnisdruck, schwarz patroniert auf rotgestrichenem Grund, große Blüten, verschiedene Vögel, darunter Pfau, Wiedhopf.	Stb 160	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302339559
683178083	1288362323	1715	Wenck, Daniel ; ID: gnd/102043550X	[Stammbuch Daniel Wenck]	142 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Rindleder mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelmedaillon. 'D. W. || 1716.' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel patroniertes Brokatpapier.	Stb 161	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302342827
683178091	1288362331	1733	Düttel, Alexander Georg Leonhard ; ID: gnd/1020607769	[Stammbuch Alexander Georg Leonhard Düttel]	150 Bl.	Enth. auch leere Bl.	Einband: Goldgeprägtes Kalbleder in verschiedenen Brauntönen, Mittelfeld mit abwechselnd schwarzen und roten Bogenfeldern umrahmt, Filete, Eckfleurons; Rücken goldgeprägt; Stehkanten mit schwarzem Kordelmuster geprägt. Goldschnitt.	Stb 162	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302351605
683178148	1288362390	1586	Petsch, Johann Philipp ; ID: gnd/102779082	[Stammbuch Johann Philipp Petsch]	207 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand. Goldgeprägte Filete, ovales Medaillon mit Flechtmuster auf Vorder - und Rückdeckel. Reste von vier grünen Schleifenbändern. Goldschnitt.	Stb 168	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302638750
683178156	1288362404	1604	Mayer, Friedrich ; ID: gnd/1020842970	[Stammbuch Friedrich Mayer]	367 Bl.	Enth. auch zahlr. leere Bl.	Einband: Rotes geglättetes Pergament (sogenannter Bauerneinband) mit Silberprägung, Rollen, Platte u. Stempel. 'F. M. || W. P.' (Silberprägung, Vorderdeckel). '16||03' (Silberprägung, Rückdeckel). Reste von vier Schleifenbändern. Punzierter Goldschnitt. Innenkantenprägung.	Stb 170	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1302642073
683178180	1288362439	1608	Gräßmann, Paul ; ID: gnd/1020847115	[Stammbuch Paul Gräßmann (Fragment)]	61 Bl.	Enth. auch leere Bl.	Einband: Braunes Kiebitzpapier über Pappe, für Wagner neu gebunden.	Stb 173	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307388132
683178199	1288362447	1613	Vogel, Johann *1589-1663* ; ID: gnd/1014349664	[Stammbuch Johann Vogel]	241 Bl.	Enth. auch zahlr. leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand. Dunkel eingefärbte Prägung, Streicheisenlinien, Rollen, Eckfleurons, Mittelmedaillons auf Vorder- und Rückdeckel. Goldschnitt, punziert.	Stb 175	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=130740247X
683178202	1288362455	1611	Gretelius, Johann ; ID: gnd/102088309X	[Stammbuch Johann Gretelius]	146 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraun gefärbtes Kalbleder mit vergoldeten Streicheisenlinien. Reste von vier Schleifenbändern.	Stb 176	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307493394
683178210	1288362463	1610	König, Georg ; ID: gnd/1074977602	[Stammbuch Georg König]	335 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit flacher Goldprägung, Rollen, Eckfleurons, Mittelmedaillons mit floralem Muster. Auf dem Vorderdeckel Abklatsch einer Handschrift, Textura, um 1500. Reste von vier grünseidenen Schleifenbändern.	Stb 177	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307523188
683178229	1288362471	1605	Prenninger, Johann ; ID: gnd/1021042781	[Stammbuch Johann Prenninger]	246 Bl.	Enth. auch zahlr. leere Bl.	Einband: Blindgeprägtes Rindleder über dünnen Holzbrettern (Fanfarestil). Reste von vier grünseidenen Schleifenbändern.	Stb 178	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307534422
683178237	128836248X	1716	Schmidt, Andreas Bartholomäus ; ID: gnd/1021147869	[2. Stammbuch Andreas Bartholomäus Schmidt]	169 Bl.	Enth. auch zahlr. leere Bl.	Einband: Geglättetes rotes Pergament, goldgeprägt. Filete, ovaler Blattkranz in der Mitte, von zwei Engeln gehalten. 'A. B. S.' Prägung auf dem Vorderdeckel; '1716' Rückdeckel. Stehkantenprägung. Goldschnitt. Spiegel Bronzefirnisdruck auf lilafarbenem Grund.	Stb 179	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307536654
683178245	1288362498	1616	Händel, Daniel ; ID: gnd/102108879X	[Stammbuch Daniel Händel]	265 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand, dunkel geprägte Streicheisenlinien (ehemals Gold?), Rollen, Eckfleurons. In der Mitte der Deckel ovale Medaillons mit floralem Muster. Reste von vier grünseidenen Schleifenbändern.	Stb 180	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307747094
683178253	1288362501	1617	Fabritius, Lorenz ; ID: gnd/1021148903	[Stammbuch Lorenz Fabritius]	184 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit Rauschelgoldprägung (heute schwarz), Rollen, Streicheisen, sechseckige Platte mit Blumenvase auf Vorder- und Rückdeckel. 'L. P. S. || 1617' (Prägung, Vorderdeckel). Reste von vier grünseidenen Schleifenbändern. Punzierter Goldschnitt.	Stb 181	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307751792
683178261	128836251X	1718	Bohner, Leonhard *1701-1730* ; ID: gnd/11623301X	[1. Stammbuch Leonhard Bohner]	310 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Fächer in Rahmen, in der Mitte Kreis aus zwei Fächern, Stehkantenvergoldung. Goldschnitt.	Stb 182	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307753310
68317827X	1288362528	1618	Pfintzing, Siegmund *1601-1637* ; ID: gnd/130184705	[Stammbuch Sigmund Pfintzing von Henfenfeld]	159 Bl.	Enth. auch zahlr. leere Bl.	Einband: Restauriert (Dagmar Kuhl, 1995), Reste von dunkelbraunem, goldgeprägtem Kalbleder mit dem Wappen der Pfintzing auf Vorder- und Rückdeckel; 'S. P. || 1617' (Goldprägung, Vorderdeckel); vier grünseidene Schleifenbänder. Goldschnitt, an den Rändern punziert.	Stb 183	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307754864
683178288	1288362536	1620	Kupferschlager, Andreas *-1634* ; ID: gnd/102118490X	[Stammbuch Andreas Kupferschlager]	374 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand, Prägung dunkel eingefärbt. Filete, Eckfleurons, in der Mitte des Vorderdeckels Oval mit Fortuna vor orientalischer Stadt, Rückdeckel Mittelmedaillon mit geometrischem Muster. 'A K A P || 1620' (Prägung, Vorderdeckel). Reste von vier rotseidenen Schleifenbändern. Punzierter Goldschnitt.	Stb 184	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1307756824
68317830X	1288362560	1621	Lehr, Johann ; ID: gnd/102118909X	[Stammbuch Johann Lehr]	280 Bl.	Enth. auch zahlr. leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand, Prägung dunkel eingefärbt. Filete, Eckfleurons, ovales Mittelmedaillon mit floralem Muster. Reste von vier grünseidenen Schleifenbändern. Punzierter Goldschnitt.	Stb 185	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1308045115
683178318	1288362579	1621	Heuß, Tilemann ; ID: gnd/1021190489	[Stammbuch Tilemann Heuß]	233 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit Rauschelgoldprägung, in der Art von Brokatpapier mit Ranken, Vögeln, Füllhörnern, in der Mitte eine Fortuna. Rückseite teilweise abgeblättert. Je zwei grünseidene Schleifenbandreste an Vorder- und Rückdeckel. - Reich punzierter Goldschnitt.	Stb 186	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1308048130
683178326	1288362587	1622	Neubronner, Tobias ; ID: gnd/1019135964	[1. Stammbuch Tobias Neubronner]	200 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit Rauschelgoldprägung (abgeblättert), Steh- und Innenkantenprägung erkennbar. Spuren von je vier Schleifenbändern an Vorder- und Rückdeckel. - Reich punzierter Goldschnitt, blau und rot koloriert.	Stb 187	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1308051999
683178334	1288362595	1623	Rühl, Johann Caspar ; ID: gnd/1021373729	[Stammbuch Johann Caspar Rühl]	332 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Blindprägung. Fortuna (Geprägtes Medaillon, Vorderdeckel); 'I. C. R. G. H. || 1625' (Prägung, Vorder- und Rückdeckel). Je zwei grünseidene Schleifenbandreste an Vorder- und Rückdeckel. - Punzierter Goldschnitt.	Stb 188	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1308925093
683178342	1288362609	1624	Hagendorn, Johann Joachim *-1681* ; ID: gnd/123317770	[Stammbuch Johann Joachim Hagendorn]	312 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Rindleder, blindgeprägt, sehr wurmstichig. Goldschnitt, punziert.	Stb 189	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1308934106
683178350	1288362617	1629	König, Georg Matthias *1616-1698* ; ID: gnd/11629213X	[Stammbuch Georg Matthias König]	169 Bl.		Einband: Braunes Kalbleder mit Rauschelgoldprägung (abgeblättert), Rollen, Mittelmedaillon. Reste zweier grünseidener Schleifenbänder. Punzierter Goldschnitt (diagonale Streifen).	Stb 190	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309181160
683178369	1288362625	1626	Öllinger, Hans Joachim ; ID: gnd/102173523X	[Stammbuch Hans Joachim Öllinger]	243 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Streicheisen, Eckmedaillons, Lorbeerkranz in der Mitte. 'H. I. O. || 1622' (Goldprägung, Vorderdeckel). Spuren von zwei grünen Schleifenbändern.	Stb 191	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309187207
683178377	1288362633	1621	Rupprecht, Tobias *1609-1673* ; ID: gnd/1022098667	[Stammbuch Tobias Rupprecht]	220 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Streicheisen, Eckmedaillons, Lorbeerkranz in der Mitte. Steh- und Innenkantenvergoldung. Spuren zweier grünseidener Schleifenbänder. Goldschnitt, mit Blüten punziert.	Stb 192	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309192065
683178385	1288362641	1630	Keck, Georg ; ID: gnd/1022162160	[Stammbuch Georg Keck]	153 Bl.	Enth. auch leere Bl.	Einband: Blindgeprägtes Kalbleder über Holzdeckeln, Streicheisenlinien, Eckfleurons, Blumenvase in der Mitte beider Deckel, quer. Spuren zweier grünseidener Schleifenbänder. Goldschnitt, mit Blüten punziert.	Stb 193	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309196672
683178393	128836265X	1632	Schleicher von Baldringen, Johann Georg ; ID: gnd/1022165100	[Stammbuch Johann Georg Schleicher von Baldringen]	230 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kiebitzpapier über Pappe, für Wagner neu gebunden. Goldschnitt. Ein Blatt hochkant.	Stb 195	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309392366
683178407	1288362668	1631	Fabricius, Johann *1618-1676* ; ID: gnd/121892611	[Stammbuch Johann Fabricius]	131 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband), Prägung dunkel (ehemals gold?) eingefärbt. Streicheisen, Eckfleurons, querovales Mittelmedaillon mit floralem Muster (auf Vorder- und Rückdeckel). Reste von zwei grünen und zwei gelben seidenen Schleifenbändern. Goldschnitt, an den Kanten punziert. - 'I : F || 1631' (Prägung auf dem Vorderdeckel).	Stb 197	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309395462
683178415	1288362676	1636	Schnell, Sebald *1621-1651* ; ID: gnd/116840153	[Stammbuch Sebald Schnell]	171 Bl.	Enth. auch zahlr. leere Bl.	Einband: Blindgeprägtes Kalbleder, Rollen, Eckfleurons, Mittelmedaillon auf Vorder- und Rückdeckel; Reste von vier grünseidenen Schleifenbändern. Goldschnitt, wenig an Ecken und Kanten punziert.	Stb 198	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309407614
683178423	1288362684	1636	Poemer, Johann Jacob *1614-1669* ; ID: gnd/124927262	[Stammbuch Johann Jacob Poemer]	189 Bl.	Enth. auch leere Bl.	Einband: Goldgeprägtes dunkelbraunes Rindleder mit goldgeprägtem Repetitionsmuster (Ovale und Blütenräder) im italienischen Stil; Filete, Steh- und Innenkantenvergoldung. Reste von vier gelbseidenen Schleifenbändern. Goldschnitt. Spiegel Kleisterpapier mit ausgesparten Silhouetten; vorderer Spiegel: geometrisches Fliesenmuster, hinterer Spiegel: Landsknecht mit Hellebarde und Schild, daneben ein Wappenfeld. - Enthält zwei türkische Silhouettenpapiere und mehrere Blätter gestrichenen Papiers, das mittels Schablonen im Siebdruckverfahren bedruckt wurde, teils zweiseitig.	Stb 199	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309411794
683178431	1288362692	1640	Fabricius, Johann *1618-1676* ; ID: gnd/121892611	[Stammbuch Johann Fabricius]	248 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) über Holz mit nach außen durchgezogenen Bünden, Prägung dunkel (ehemals Gold?) eingefärbt. Streicheisen. Goldschnitt, an den Kanten punziert. - 'M I F || 1640' (Prägung auf dem Vorderdeckel).	Stb 201	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=130941548X
68317844X	1288362706	1640	Wider, Philipp Ehrenreich *1623-1684* ; ID: gnd/122781058	[Stammbuch Philipp Ehrenreich Wider]	332 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz, goldgeprägte Filete, ovaler Lorbeerkranz (Vorder- und Rückdeckel); 'P E W K A || 1 6 40' Goldprägung, Vorderdeckel, in den Zwischenräumen kleine Blütenstempel. - Goldschnitt.	Stb 202	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309423202
683178458	1288362714	1641	Andreas, Leonhard *1616-1688* ; ID: gnd/1022246836	[Stammbuch Leonhard Andreas]	290 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz, wenig Goldprägung, Streicheisenlinien, Eck- und Mittelfleurons. Goldschnitt, an den Rändern punziert.	Stb 203	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309431248
683178466	1288362722	1641	Roesler, Franz ; ID: gnd/1022867466	[Stammbuch Franz Roesler]	250 Bl.	Enth. auch leere Bl.	Einband: Braunes Kiebitzpapier über Pappe, für Wagner neu gebunden. Goldschnitt. - Mehrere blaugraue Marmorpapiere zwischengeheftet.	Stb 204	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309434204
683178474	1288362730	1641	Reichard, Johann *1598-1667* ; ID: gnd/120583151	[Stammbuch Johann Reichard]	227 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin über Holz, goldgeprägte Filete, Eckfleurons, ovaler Lorbeerkranz (Vorder- und Rückdeckel); 'I R || 1641' Goldprägung, Vorderdeckel, außen und in den Zwischenräumen kleine Blütenstempel. - Goldschnitt.	Stb 205	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309442509
683178482	1288362749	1641	Habercorn, Johann Georg ; ID: gnd/1023215381	[Stammbuch Johann Georg Habercorn]	242 Bl.	Enth. auch leere Bl.	Einband: Rotbraunes Schafleder über Holz, Goldprägung, Streicheisenlinien, Eckfleurons, florales Motiv in der Mitte. 'I G H' Goldprägung, Vorderdeckel. Goldschnitt, an Ecken und Kanten punziert.	Stb 207	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309572615
